catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
,C00910836,,MACALLISTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MACALLISTER FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910877,,NEIDHART FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'NEIDHART FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910885,,MATT WINDSCHITL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MATT WINDSCHITL FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910893,,RONNIE MURCHINSON FOR OFFICE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'RONNIE MURCHINSON FOR OFFICE', indicating it is a candidate committee.",gpt-4.1
,C00910935,,JOHNNY GARRETT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JOHNNY GARRETT FOR CONGRESS', indicating it is a candidate committee.",gpt-4.1
,C00910943,,CITIZENS FOR NANCY MANNION,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CITIZENS FOR NANCY MANNION', indicating a candidate committee.",gpt-4.1
,C00910950,,TAYLOR WETTACH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'TAYLOR WETTACH FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00910968,,ROBIN FICKER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'ROBIN FICKER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00910976,,MIKE SIMMONS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MIKE SIMMONS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00910984,,FOLEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'FOLEY FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911024,,PHIL ANDREW FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'PHIL ANDREW FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911065,,COMMITTEE TO ELECT SARAHC,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COMMITTEE TO ELECT SARAHC', indicating a candidate committee.",gpt-4.1
,C00911149,,BRANDON BROWN FOR SOUTH CAROLINA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'BRANDON BROWN FOR SOUTH CAROLINA', indicating a candidate committee.",gpt-4.1
,C00911156,,SHEA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SHEA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911164,,DONNA MILLER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'DONNA MILLER FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911172,,DEANNA GORDON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'DEANNA GORDON FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911198,,LORENZO RIOS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LORENZO RIOS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911230,,SUPPORTERS OF STEPHANIE STEINER,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'SUPPORTERS OF STEPHANIE STEINER', indicating a candidate committee.",gpt-4.1
,C00911248,,MIKE FOR TENNESSEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MIKE FOR TENNESSEE', indicating a candidate committee.",gpt-4.1
,C00911255,,CRABTREE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'CRABTREE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911305,,MCKENNA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MCKENNA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911313,,COWEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'COWEN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911339,,PINO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'PINO FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911347,,JAMES OSYF FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'JAMES OSYF FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911370,,VINCENT DIXIE FOR TENNESSEE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'VINCENT DIXIE FOR TENNESSEE', indicating a candidate committee.",gpt-4.1
,C00911388,,RICHARD BOYKIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'RICHARD BOYKIN FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911396,,LALLY FOR NEVADA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'LALLY FOR NEVADA', indicating a candidate committee.",gpt-4.1
,C00911404,,MARK ROBERT GORDON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MARK ROBERT GORDON FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911420,,STEWART PARKS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'STEWART PARKS FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911503,,MACKENZIE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MACKENZIE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00911511,,VASQUEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911628,,CAPPARELLI FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a US Senate campaign.,gpt-4.1
,C00911669,,TOTH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911743,,FRIENDS OF JESSE JACKSON JR. FOR CONGRESS 2026 EXPLORATORY COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911784,,SEAN MCCANN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911800,,HASSAN FOR MICHIGAN,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911842,,KINNEY FOR DC,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911891,,DOLTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911933,,JOSHUA MCKEE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911941,,KILLIN FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911958,,HALPIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00911966,,ROBIN PEGUERO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912089,,PYATI FOR ILLINOIS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912097,,DAN INNIS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a US Senate campaign.,gpt-4.1
,C00912105,,KISHLA ASKINS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912147,,DR. JASMEET BAINS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912162,,MARVALETTE HUNTER CAMPAIGN,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912188,,FRIENDS OF MICHAEL MCCORD,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912196,,PRESTON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912212,,JENNA PRESTON FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912246,,ERIC FLORES FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912261,,ZACH DEMBO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912279,,EVAN MUNSING FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912295,,DR. CUELLAR FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912303,,ALVARADO FOR KENTUCKY,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional campaign.,gpt-4.1
,C00912311,,CONROY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912345,,COMMITTEE TO ELECT ZACK HUFFMAN,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912378,,COOPER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912428,,DREW COX FOR INDIANA,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912469,,SOLIS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912550,,ELLMAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912576,,ED FITZGERALD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912600,,TOMMY BARNES FOR CONGRESS COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912642,,AFTYN BEHN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912659,,HOSKINS FOR IL 7,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912774,,JACK PERRY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912782,,KATHERINE ALEMAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912824,,ERIC PRATT FOR MINNESOTA COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912840,,PERRY MEADE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912899,,THE COMMITTEE TO ELECT CHRIS JONES,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912949,,LAWRENCE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912964,,FRIENDS OF AIMEE CARRASCO,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912980,,MIKE PRUITT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00912998,,CLINT FOR IOWA,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00913038,,RON KINCAID FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a Senate candidate.,gpt-4.1
,C00913095,,KATHYDURHAMFORCONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00913194,,C WIRTH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00913251,,DAMJAN DENOBLE - THE NEXT GENERATION CT-03,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00913277,,DARREN MCAULEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a congressional candidate.,gpt-4.1
,C00913293,,ANNE FOR KANSAS,Candidate Committees,Candidate,,llm_inferred,high,The committee name is a candidate committee for a Senate candidate.,gpt-4.1
,C00913301,,DARDEN COPELAND FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Darden Copeland, as indicated by 'FOR CONGRESS' and committee type H.",gpt-4.1
,C00913327,,LUX FOR MONTANA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Lux, as indicated by 'FOR MONTANA' and committee type H.",gpt-4.1
,C00913343,,BRENDYN MORGAN CAMPAIGN,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Brendyn Morgan, as indicated by 'CAMPAIGN' and committee type H.",gpt-4.1
,C00913350,,MELISSA BIRD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Melissa Bird, as indicated by 'FOR CONGRESS' and committee type H.",gpt-4.1
,C00913368,,ALEXANDER_2026,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Alexander, as indicated by the name and committee type H.",gpt-4.1
,C00913434,,ERIC YONCE FOR US HOUSE OF REPRESENTATIVES,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Eric Yonce, as indicated by 'FOR US HOUSE OF REPRESENTATIVES' and committee type H.",gpt-4.1
,C00913491,,DON LEONARD FOR OHIO,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Don Leonard, as indicated by 'FOR OHIO' and committee type H.",gpt-4.1
,C00913558,,FRIENDS OF DAVID REDKEY,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for David Redkey, as indicated by 'FRIENDS OF' and committee type H.",gpt-4.1
,C00913566,,COOPER FOR NORTH CAROLINA,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Cooper, as indicated by 'FOR NORTH CAROLINA' and committee type S.",gpt-4.1
,C00913582,,PETER CROSBY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Peter Crosby, as indicated by 'FOR CONGRESS' and committee type H.",gpt-4.1
,C00913616,,DEFORD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Deford, as indicated by 'FOR CONGRESS' and committee type H.",gpt-4.1
,C00913624,,PAUL DANS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Paul Dans, as indicated by 'FOR SENATE' and committee type S.",gpt-4.1
,C00913632,,GINO BULSO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Gino Bulso, as indicated by 'FOR CONGRESS' and committee type H.",gpt-4.1
,C00913673,,COMMITTEE TO ELECT JEROMIE WHALEN,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is a candidate committee for Jeromie Whalen, as indicated by 'COMMITTEE TO ELECT' and committee type H.",gpt-4.1
